Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Total_Sales,Month,Month_Name,Day_Name
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,24-01-2019,17:37:00,Credit card,403,4.761904762,20.15,7,443.3,1,January,Thursday
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,14-03-2019,17:20:00,Ewallet,194.95,4.761904762,9.7475,6,214.445,3,March,Thursday
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,18-02-2019,20:29:00,Cash,62.48,4.761904762,3.124,4.7,68.728,2,February,Monday
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,21-01-2019,10:00:00,Cash,72.72,4.761904762,3.636,7.1,79.992,1,January,Monday
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,13-03-2019,11:46:00,Ewallet,181.1,4.761904762,9.055,5.9,199.21,3,March,Wednesday
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,03-03-2019,13:42:00,Cash,259.6,4.761904762,12.98,7.5,285.56,3,March,Sunday
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,29-03-2019,14:44:00,Cash,115.36,4.761904762,5.768,6.4,126.896,3,March,Friday
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,10-01-2019,14:16:00,Ewallet,470.28,4.761904762,23.514,5.8,517.308,1,January,Thursday
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,25-01-2019,15:54:00,Cash,240.04,4.761904762,12.002,4.5,264.044,1,January,Friday
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,19-01-2019,10:21:00,Cash,88.61,4.761904762,4.4305,7.7,97.471,1,January,Saturday
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,02-01-2019,18:09:00,Credit card,199.64,4.761904762,9.982,6.7,219.604,1,January,Wednesday
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,12-03-2019,16:46:00,Credit card,39.01,4.761904762,1.9505,4.7,42.911,3,March,Tuesday
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,25-02-2019,15:31:00,Cash,48.61,4.761904762,2.4305,4.4,53.471,2,February,Monday
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,18-03-2019,17:15:00,Credit card,204.76,4.761904762,10.238,4.7,225.236,3,March,Monday
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,23-02-2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6,131.648,2,February,Saturday
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,26-03-2019,20:14:00,Ewallet,505.4,4.761904762,25.27,4.3,555.94,3,March,Tuesday
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,30-03-2019,13:22:00,Cash,281.61,4.761904762,14.0805,9.6,309.771,3,March,Saturday
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,17-02-2019,17:09:00,Cash,710.32,4.761904762,35.516,4.1,781.352,2,February,Sunday
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,21-03-2019,10:40:00,Ewallet,79.44,4.761904762,3.972,4.7,87.384,3,March,Thursday
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,05-03-2019,17:43:00,Cash,163.82,4.761904762,8.191,7.8,180.202,3,March,Tuesday
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,31-01-2019,14:04:00,Cash,479.58,4.761904762,23.979,5.5,527.538,1,January,Thursday
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,05-02-2019,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7,152.526,2,February,Tuesday
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,01-02-2019,10:08:00,Credit card,71.15,4.761904762,3.5575,4.4,78.265,2,February,Friday
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,07-03-2019,13:12:00,Cash,139.95,4.761904762,6.9975,5,153.945,3,March,Thursday
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,10-02-2019,20:51:00,Cash,781.3,4.761904762,39.065,4.4,859.43,2,February,Sunday
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,14-02-2019,17:29:00,Cash,198.74,4.761904762,9.937,5.2,218.614,2,February,Thursday
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,09-02-2019,10:25:00,Cash,63.24,4.761904762,3.162,7.3,69.564,2,February,Saturday
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,10-01-2019,11:34:00,Cash,373.95,4.761904762,18.6975,4.9,411.345,1,January,Thursday
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,11-03-2019,18:58:00,Credit card,207.69,4.761904762,10.3845,8.1,228.459,3,March,Monday
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,18-02-2019,16:28:00,Ewallet,176.28,4.761904762,8.814,8.4,193.908,2,February,Monday
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,26-02-2019,20:26:00,Cash,206.37,4.761904762,10.3185,5.5,227.007,2,February,Tuesday
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,18-01-2019,15:08:00,Cash,39.42,4.761904762,1.971,8.4,43.362,1,January,Friday
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,15-02-2019,18:03:00,Ewallet,91.56,4.761904762,4.578,9.8,100.716,2,February,Friday
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,08-03-2019,13:21:00,Cash,308.85,4.761904762,15.4425,6.7,339.735,3,March,Friday
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,17-01-2019,12:48:00,Credit card,129.12,4.761904762,6.456,9.4,142.032,1,January,Thursday
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,12-03-2019,19:53:00,Ewallet,390.96,4.761904762,19.548,6.4,430.056,3,March,Tuesday
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,09-03-2019,19:09:00,Cash,498.9,4.761904762,24.945,5.4,548.79,3,March,Saturday
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,12-03-2019,16:30:00,Cash,377.04,4.761904762,18.852,8.6,414.744,3,March,Tuesday
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,25-01-2019,10:11:00,Credit card,204.52,4.761904762,10.226,4,224.972,1,January,Friday
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,25-03-2019,13:07:00,Cash,145.44,4.761904762,7.272,7.6,159.984,3,March,Monday
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,07-02-2019,18:48:00,Cash,198.18,4.761904762,9.909,6.8,217.998,2,February,Thursday
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,17-02-2019,17:27:00,Credit card,98.7,4.761904762,4.935,9.1,108.57,2,February,Sunday
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,03-02-2019,15:59:00,Cash,385.1,4.761904762,19.255,5.5,423.61,2,February,Sunday
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,14-03-2019,11:21:00,Credit card,46.96,4.761904762,2.348,7.9,51.656,3,March,Thursday
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,24-03-2019,13:48:00,Ewallet,73.5,4.761904762,3.675,8.5,80.85,3,March,Sunday
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,21-03-2019,10:17:00,Credit card,142.25,4.761904762,7.1125,9.1,156.475,3,March,Thursday
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,19-03-2019,15:49:00,Ewallet,687.6,4.761904762,34.38,7.5,756.36,3,March,Tuesday
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,24-02-2019,13:02:00,Cash,347.7,4.761904762,17.385,5.2,382.47,2,February,Sunday
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,28-03-2019,12:58:00,Credit card,142.95,4.761904762,7.1475,9.5,157.245,3,March,Thursday
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,05-02-2019,15:26:00,Credit card,385.38,4.761904762,19.269,8.9,423.918,2,February,Tuesday
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,10-02-2019,18:23:00,Credit card,144.27,4.761904762,7.2135,7.8,158.697,2,February,Sunday
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,05-03-2019,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9,430.969,3,March,Tuesday
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,15-02-2019,20:21:00,Cash,538.3,4.761904762,26.915,7.7,592.13,2,February,Friday
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,30-01-2019,16:24:00,Ewallet,485.15,4.761904762,24.2575,9.3,533.665,1,January,Wednesday
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,14-02-2019,15:04:00,Cash,133.95,4.761904762,6.6975,6.2,147.345,2,February,Thursday
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,27-02-2019,16:10:00,Ewallet,701.37,4.761904762,35.0685,7.6,771.507,2,February,Wednesday
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,04-02-2019,12:14:00,Cash,71.95,4.761904762,3.5975,7.3,79.145,2,February,Monday
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,20-01-2019,10:13:00,Cash,714,4.761904762,35.7,4.7,785.4,1,January,Sunday
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,28-03-2019,17:38:00,Cash,182.14,4.761904762,9.107,5.1,200.354,3,March,Thursday
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,27-02-2019,11:06:00,Credit card,135,4.761904762,6.75,4.8,148.5,2,February,Wednesday
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,15-02-2019,14:53:00,Credit card,993,4.761904762,49.65,6.6,1092.3,2,February,Friday
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,26-01-2019,18:22:00,Cash,361.83,4.761904762,18.0915,5.5,398.013,1,January,Saturday
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,14-03-2019,19:02:00,Credit card,383.11,4.761904762,19.1555,8.5,421.421,3,March,Thursday
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,02-03-2019,14:16:00,Cash,243,4.761904762,12.15,4.8,267.3,3,March,Saturday
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,04-03-2019,15:44:00,Cash,30.24,4.761904762,1.512,8.4,33.264,3,March,Monday
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,07-01-2019,12:20:00,Credit card,356.56,4.761904762,17.828,7.8,392.216,1,January,Monday
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,08-03-2019,20:01:00,Credit card,375.5,4.761904762,18.775,9.3,413.05,3,March,Friday
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,09-01-2019,13:45:00,Cash,954.4,4.761904762,47.72,5.2,1049.84,1,January,Wednesday
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,01-03-2019,15:40:00,Ewallet,82.5,4.761904762,4.125,6.5,90.75,3,March,Friday
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,16-03-2019,16:58:00,Cash,74.97,4.761904762,3.7485,5.6,82.467,3,March,Saturday
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,17-02-2019,11:12:00,Credit card,647.68,4.761904762,32.384,7.4,712.448,2,February,Sunday
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,27-02-2019,15:12:00,Cash,755.76,4.761904762,37.788,9.1,831.336,2,February,Wednesday
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,07-03-2019,20:37:00,Ewallet,199.58,4.761904762,9.979,8,219.538,3,March,Thursday
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,21-01-2019,17:44:00,Cash,439.32,4.761904762,21.966,7.2,483.252,1,January,Monday
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,19-02-2019,16:23:00,Cash,164.96,4.761904762,8.248,7.1,181.456,2,February,Tuesday
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,06-01-2019,12:12:00,Cash,326.72,4.761904762,16.336,9.1,359.392,1,January,Sunday
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,14-03-2019,19:33:00,Cash,461.88,4.761904762,23.094,5.6,508.068,3,March,Thursday
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,24-03-2019,10:29:00,Cash,263.76,4.761904762,13.188,6,290.136,3,March,Sunday
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,27-01-2019,14:28:00,Cash,143.6,4.761904762,7.18,5.4,157.96,1,January,Sunday
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,06-03-2019,12:46:00,Credit card,193.5,4.761904762,9.675,7.8,212.85,3,March,Wednesday
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,02-02-2019,19:40:00,Cash,183.82,4.761904762,9.191,9.9,202.202,2,February,Saturday
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,25-01-2019,19:39:00,Credit card,121.92,4.761904762,6.096,4.9,134.112,1,January,Friday
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,14-03-2019,17:54:00,Ewallet,420.66,4.761904762,21.033,5.2,462.726,3,March,Thursday
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,29-01-2019,12:25:00,Cash,252.48,4.761904762,12.624,8.9,277.728,1,January,Tuesday
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,03-01-2019,16:47:00,Credit card,335.45,4.761904762,16.7725,9.1,368.995,1,January,Thursday
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,14-01-2019,12:52:00,Ewallet,483.5,4.761904762,24.175,7,531.85,1,January,Monday
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,05-01-2019,19:50:00,Credit card,318.42,4.761904762,15.921,9.6,350.262,1,January,Saturday
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,22-02-2019,18:17:00,Ewallet,668.43,4.761904762,33.4215,8.7,735.273,2,February,Friday
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,06-02-2019,17:20:00,Ewallet,387.92,4.761904762,19.396,9.4,426.712,2,February,Wednesday
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,30-01-2019,13:32:00,Credit card,94.6,4.761904762,4.73,4,104.06,1,January,Wednesday
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,11-01-2019,10:37:00,Credit card,329.32,4.761904762,16.466,7.5,362.252,1,January,Friday
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,19-03-2019,14:35:00,Cash,53.22,4.761904762,2.661,4.2,58.542,3,March,Tuesday
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,14-01-2019,12:09:00,Cash,498.45,4.761904762,24.9225,9.9,548.295,1,January,Monday
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,01-03-2019,15:32:00,Ewallet,299.56,4.761904762,14.978,4.2,329.516,3,March,Friday
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,06-01-2019,13:58:00,Ewallet,204.7,4.761904762,10.235,9.9,225.17,1,January,Sunday
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,31-01-2019,13:19:00,Cash,75.82,4.761904762,3.791,5.8,83.402,1,January,Thursday
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,11-03-2019,13:37:00,Cash,280.62,4.761904762,14.031,6,308.682,3,March,Monday
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,20-02-2019,16:49:00,Credit card,323.2,4.761904762,16.16,10,355.52,2,February,Wednesday
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,27-01-2019,14:55:00,Ewallet,486.63,4.761904762,24.3315,9.5,535.293,1,January,Sunday
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,10-03-2019,14:04:00,Credit card,127.54,4.761904762,6.377,6.6,140.294,3,March,Sunday
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,15-02-2019,12:31:00,Cash,241.44,4.761904762,12.072,8.1,265.584,2,February,Friday
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,26-01-2019,14:51:00,Cash,379.5,4.761904762,18.975,9.7,417.45,1,January,Saturday
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,13-02-2019,18:27:00,Ewallet,76.82,4.761904762,3.841,7.2,84.502,2,February,Wednesday
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,09-03-2019,12:45:00,Credit card,522.6,4.761904762,26.13,6.2,574.86,3,March,Saturday
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,06-03-2019,10:36:00,Ewallet,79.74,4.761904762,3.987,7.3,87.714,3,March,Wednesday
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,24-01-2019,20:36:00,Ewallet,387.5,4.761904762,19.375,4.3,426.25,1,January,Thursday
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,13-03-2019,14:16:00,Ewallet,271.35,4.761904762,13.5675,4.6,298.485,3,March,Wednesday
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,15-03-2019,10:26:00,Cash,122.31,4.761904762,6.1155,5.8,134.541,3,March,Friday
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,05-03-2019,13:30:00,Credit card,246.36,4.761904762,12.318,8.3,270.996,3,March,Tuesday
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,04-03-2019,16:28:00,Cash,173.16,4.761904762,8.658,8,190.476,3,March,Monday
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,25-03-2019,20:18:00,Credit card,236.58,4.761904762,11.829,9.4,260.238,3,March,Monday
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,12-03-2019,20:04:00,Credit card,184.88,4.761904762,9.244,6.2,203.368,3,March,Tuesday
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,04-02-2019,13:38:00,Ewallet,13.98,4.761904762,0.699,9.8,15.378,2,February,Monday
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,22-02-2019,10:43:00,Ewallet,198.75,4.761904762,9.9375,9.6,218.625,2,February,Friday
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,16-02-2019,17:30:00,Ewallet,684.53,4.761904762,34.2265,4.9,752.983,2,February,Saturday
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,19-01-2019,15:28:00,Credit card,269.04,4.761904762,13.452,8,295.944,1,January,Saturday
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,11-01-2019,19:07:00,Credit card,68.95,4.761904762,3.4475,7.8,75.845,1,January,Friday
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,04-01-2019,19:01:00,Cash,274.84,4.761904762,13.742,4.1,302.324,1,January,Friday
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,04-03-2019,19:48:00,Ewallet,226.12,4.761904762,11.306,5.5,248.732,3,March,Monday
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,28-01-2019,19:24:00,Ewallet,119.1,4.761904762,5.955,5.4,131.01,1,January,Monday
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,02-01-2019,13:00:00,Cash,342.1,4.761904762,17.105,5.1,376.31,1,January,Wednesday
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,25-01-2019,14:29:00,Ewallet,43.74,4.761904762,2.187,6.9,48.114,1,January,Friday
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,04-01-2019,13:21:00,Cash,104.85,4.761904762,5.2425,7.8,115.335,1,January,Friday
696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,10-03-2019,18:55:00,Ewallet,77.52,4.761904762,3.876,6.6,85.272,3,March,Sunday
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,22-03-2019,19:36:00,Ewallet,407.44,4.761904762,20.372,9.2,448.184,3,March,Friday
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,25-01-2019,16:28:00,Ewallet,96.11,4.761904762,4.8055,7.8,105.721,1,January,Friday
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,08-01-2019,13:48:00,Credit card,181.52,4.761904762,9.076,8.7,199.672,1,January,Tuesday
186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,22-01-2019,10:57:00,Ewallet,81.51,4.761904762,4.0755,9.2,89.661,1,January,Tuesday
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,12-01-2019,17:13:00,Ewallet,114.44,4.761904762,5.722,8.3,125.884,1,January,Saturday
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,04-02-2019,10:23:00,Cash,176.54,4.761904762,8.827,8.2,194.194,2,February,Monday
266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,28-03-2019,13:57:00,Ewallet,115.8,4.761904762,5.79,7.5,127.38,3,March,Thursday
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,23-01-2019,13:29:00,Cash,252.15,4.761904762,12.6075,9.8,277.365,1,January,Wednesday
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,08-02-2019,13:00:00,Credit card,972.1,4.761904762,48.605,8.7,1069.31,2,February,Friday
301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,19-03-2019,19:42:00,Credit card,203.36,4.761904762,10.168,6.7,223.696,3,March,Tuesday
489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,09-03-2019,15:36:00,Cash,16.28,4.761904762,0.814,5,17.908,3,March,Saturday
198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,02-01-2019,13:40:00,Cash,365.49,4.761904762,18.2745,7,402.039,1,January,Wednesday
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,21-01-2019,18:01:00,Cash,372.19,4.761904762,18.6095,8.9,409.409,1,January,Monday
650-98-6268,Cairo,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,20-03-2019,13:53:00,Credit card,62.61,4.761904762,3.1305,8,68.871,3,March,Wednesday
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,27-02-2019,17:27:00,Cash,336.35,4.761904762,16.8175,6.9,369.985,2,February,Wednesday
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,08-03-2019,10:53:00,Ewallet,906.5,4.761904762,45.325,7.3,997.15,3,March,Friday
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,31-01-2019,19:48:00,Credit card,138.16,4.761904762,6.908,6.9,151.976,1,January,Thursday
574-57-9721,Giza,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,08-03-2019,16:53:00,Ewallet,86.54,4.761904762,4.327,5.7,95.194,3,March,Friday
459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,13-01-2019,19:14:00,Ewallet,140.76,4.761904762,7.038,6.4,154.836,1,January,Sunday
616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,09-03-2019,14:36:00,Credit card,668.78,4.761904762,33.439,9.6,735.658,3,March,Saturday
837-55-7229,Cairo,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,22-02-2019,18:19:00,Credit card,47.44,4.761904762,2.372,6.8,52.184,2,February,Friday
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,19-03-2019,19:09:00,Ewallet,893.16,4.761904762,44.658,9,982.476,3,March,Tuesday
